,Accepted_Annotations,Annotation_Count,Annotation_Is_Verified,Artist,Classification,Comment_Count,Featured_Video,Followers,Genius_IQ,Hot,Is_Description,Is_Verified,Length_Referent_Text,Meme_Verified,Number_Contributors,Number_Verified_Annotations,Page_Views,Pinned,Pyong_Count,Referent_ID,Release_Date,Song_Title,Total_Votes
31,39,47,False,2Pac,unreviewed,1,False,2660,N/A,False,False,False,49,False,231,1,1028013,False,143,14360852,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),1
32,39,47,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,54,False,231,1,1028013,False,143,14344973,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),2
33,39,47,False,2Pac,unreviewed,1,False,2660,N/A,False,False,False,15,False,231,1,1028013,False,143,14023945,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),-3
34,39,47,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,71,False,231,1,1028013,False,143,13987980,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),0
35,39,47,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,14,False,231,1,1028013,False,143,12272581,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),1
36,39,47,False,2Pac,accepted,0,False,2660,N/A,False,False,False,34,False,231,1,1028013,False,143,12225157,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),0
37,39,47,False,2Pac,accepted,0,False,2660,N/A,False,False,False,48,False,231,1,1028013,False,143,11018867,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),5
38,39,47,False,2Pac,accepted,0,False,2660,N/A,False,False,False,56,False,231,1,1028013,False,143,11018826,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),2
39,39,47,False,2Pac,accepted,0,False,2660,N/A,False,False,False,7,False,231,1,1028013,False,143,8989679,7768,Hail Mary by 2Pac (Ft. Outlawz & Prince Ital Joe),11
40,30,32,False,2Pac,accepted,0,True,2660,N/A,False,False,False,53,False,212,1,994904,False,262,13052465,7159,Changes by 2Pac (Ft. Talent),2
41,30,32,False,2Pac,accepted,1,True,2660,N/A,False,False,False,50,False,212,1,994904,False,262,13052461,7159,Changes by 2Pac (Ft. Talent),2
42,30,32,False,2Pac,accepted,1,True,2660,N/A,False,False,False,155,False,212,1,994904,False,262,13052390,7159,Changes by 2Pac (Ft. Talent),10
43,30,32,False,2Pac,accepted,1,True,2660,N/A,False,False,False,17,False,212,1,994904,False,262,7766327,7159,Changes by 2Pac (Ft. Talent),15
44,30,32,True,2Pac,accepted,0,True,2660,N/A,False,False,False,59,False,212,1,994904,False,262,5097624,7159,Changes by 2Pac (Ft. Talent),-3
45,30,32,False,2Pac,accepted,0,True,2660,N/A,False,False,False,27,False,212,1,994904,False,262,3912102,7159,Changes by 2Pac (Ft. Talent),163
46,30,32,False,2Pac,accepted,4,True,2660,N/A,False,False,False,53,False,212,1,994904,False,262,1314612,7159,Changes by 2Pac (Ft. Talent),20
47,30,32,False,2Pac,accepted,1,True,2660,N/A,False,False,False,20,False,212,1,994904,False,262,1296493,7159,Changes by 2Pac (Ft. Talent),31
48,30,32,False,2Pac,accepted,0,True,2660,N/A,False,False,False,15,False,212,1,994904,False,262,1102648,7159,Changes by 2Pac (Ft. Talent),33
49,30,32,False,2Pac,accepted,2,True,2660,N/A,False,False,False,91,False,212,1,994904,False,262,953153,7159,Changes by 2Pac (Ft. Talent),40
50,20,23,False,2Pac,unreviewed,1,True,2660,N/A,False,False,False,102,False,146,0,897768,False,206,9472492,8489,Dear Mama by 2Pac,15
51,20,23,False,2Pac,unreviewed,0,True,2660,N/A,False,False,False,34,False,146,0,897768,False,206,8207693,8489,Dear Mama by 2Pac,3
52,20,23,False,2Pac,accepted,0,True,2660,N/A,False,False,False,33,False,146,0,897768,False,206,8207676,8489,Dear Mama by 2Pac,22
53,20,23,False,2Pac,accepted,1,True,2660,N/A,False,False,False,286,False,146,0,897768,False,206,3931621,8489,Dear Mama by 2Pac,18
54,20,23,False,2Pac,accepted,1,True,2660,N/A,False,False,False,92,False,146,0,897768,False,206,3287075,8489,Dear Mama by 2Pac,30
55,20,23,False,2Pac,accepted,0,True,2660,N/A,False,False,False,89,False,146,0,897768,False,206,3131701,8489,Dear Mama by 2Pac,20
56,20,23,False,2Pac,accepted,3,True,2660,N/A,False,False,False,95,False,146,0,897768,False,206,3131691,8489,Dear Mama by 2Pac,34
57,20,23,False,2Pac,accepted,2,True,2660,N/A,False,False,False,45,False,146,0,897768,False,206,1763181,8489,Dear Mama by 2Pac,28
58,20,23,False,2Pac,accepted,3,True,2660,N/A,False,False,False,87,False,146,0,897768,False,206,829250,8489,Dear Mama by 2Pac,38
59,20,23,False,2Pac,accepted,7,True,2660,N/A,False,False,False,189,False,146,0,897768,False,206,345726,8489,Dear Mama by 2Pac,34
60,26,29,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,13,False,142,0,600994,False,128,13919758,8132,Ambitionz Az A Ridah by 2Pac,1
61,26,29,False,2Pac,unreviewed,1,False,2660,N/A,False,False,False,56,False,142,0,600994,False,128,13919751,8132,Ambitionz Az A Ridah by 2Pac,5
62,26,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,241,False,142,0,600994,False,128,13741796,8132,Ambitionz Az A Ridah by 2Pac,1
63,26,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,29,False,142,0,600994,False,128,6774004,8132,Ambitionz Az A Ridah by 2Pac,11
64,26,29,False,2Pac,accepted,2,False,2660,N/A,False,False,False,87,False,142,0,600994,False,128,2991473,8132,Ambitionz Az A Ridah by 2Pac,11
65,26,29,False,2Pac,accepted,3,False,2660,N/A,False,False,False,45,False,142,0,600994,False,128,2988306,8132,Ambitionz Az A Ridah by 2Pac,12
66,26,29,False,2Pac,accepted,1,False,2660,N/A,False,False,False,46,False,142,0,600994,False,128,2986485,8132,Ambitionz Az A Ridah by 2Pac,4
67,26,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,50,False,142,0,600994,False,128,2986381,8132,Ambitionz Az A Ridah by 2Pac,47
68,26,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,52,False,142,0,600994,False,128,2986319,8132,Ambitionz Az A Ridah by 2Pac,17
69,26,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,60,False,142,0,600994,False,128,2986140,8132,Ambitionz Az A Ridah by 2Pac,14
70,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,52,False,142,0,589526,False,94,14348753,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),0
71,27,29,False,2Pac,unreviewed,1,False,2660,N/A,False,False,False,61,False,142,0,589526,False,94,14023877,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),2
72,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,37,False,142,0,589526,False,94,12866363,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),10
73,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,152,False,142,0,589526,False,94,12571368,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),6
74,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,36,False,142,0,589526,False,94,12571318,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),4
75,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,15,False,142,0,589526,False,94,7909491,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),29
76,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,42,False,142,0,589526,False,94,4840722,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),18
77,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,50,False,142,0,589526,False,94,3267364,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),15
78,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,18,False,142,0,589526,False,94,3180926,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),28
79,27,29,False,2Pac,accepted,0,False,2660,N/A,False,False,False,14,False,142,0,589526,False,94,2208509,8179,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),13
80,22,26,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,53,False,41,0,415789,False,59,14042329,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),0
81,22,26,False,2Pac,accepted,0,False,2660,N/A,False,False,False,297,False,41,0,415789,False,59,5403225,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),6
82,22,26,False,2Pac,accepted,0,False,2660,N/A,False,False,False,44,False,41,0,415789,False,59,5403222,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),0
83,22,26,False,2Pac,accepted,0,False,2660,N/A,False,False,False,144,False,41,0,415789,False,59,5403215,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),3
84,22,26,False,2Pac,accepted,0,False,2660,N/A,False,False,False,98,False,41,0,415789,False,59,5403209,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),4
85,22,26,False,2Pac,accepted,1,False,2660,N/A,False,False,False,103,False,41,0,415789,False,59,5403201,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),4
86,22,26,False,2Pac,accepted,0,False,2660,N/A,False,False,False,65,False,41,0,415789,False,59,1731317,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),2
87,22,26,False,2Pac,accepted,0,False,2660,N/A,False,False,False,56,False,41,0,415789,False,59,554998,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),10
88,22,26,False,2Pac,accepted,0,False,2660,N/A,False,False,False,54,False,41,0,415789,False,59,554996,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),17
89,22,26,False,2Pac,accepted,0,False,2660,N/A,False,False,False,158,False,41,0,415789,False,59,357468,5701,'03 Bonnie & Clyde by JAY-Z (Ft. Beyonce),5
90,6,7,False,2Pac,accepted,1,False,2660,N/A,False,False,False,18,False,94,0,413416,False,81,1138342,8132,Life Goes On by 2Pac,11
91,6,7,False,2Pac,accepted,3,False,2660,N/A,False,False,False,31,False,94,0,413416,False,81,476720,8132,Life Goes On by 2Pac,27
92,6,7,False,2Pac,accepted,1,False,2660,N/A,False,False,False,80,False,94,0,413416,False,81,348868,8132,Life Goes On by 2Pac,18
93,6,7,False,2Pac,accepted,1,False,2660,N/A,False,False,False,412,False,94,0,413416,False,81,339510,8132,Life Goes On by 2Pac,86
94,6,7,False,2Pac,accepted,2,False,2660,N/A,False,False,False,50,False,94,0,413416,False,81,227101,8132,Life Goes On by 2Pac,10
95,6,7,False,2Pac,accepted,0,False,2660,N/A,False,False,False,139,False,94,0,413416,False,81,227100,8132,Life Goes On by 2Pac,17
96,4,9,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,26,False,21,0,409421,False,30,13505871,6389,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),1
97,4,9,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,41,False,21,0,409421,False,30,7609754,6389,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),0
98,4,9,False,2Pac,unreviewed,1,False,2660,N/A,False,False,False,54,False,21,0,409421,False,30,6355999,6389,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),3
99,4,9,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,11,False,21,0,409421,False,30,5169269,6389,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),3
100,4,9,False,2Pac,accepted,1,False,2660,N/A,False,False,False,316,False,21,0,409421,False,30,232045,6389,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),15
101,4,9,False,2Pac,accepted,2,False,2660,N/A,False,False,False,97,False,21,0,409421,False,30,232039,6389,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),6
102,4,9,False,2Pac,accepted,3,False,2660,N/A,False,False,False,74,False,21,0,409421,False,30,232037,6389,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),1
103,4,9,False,2Pac,accepted,2,False,2660,N/A,False,False,False,671,False,21,0,409421,False,30,231998,6389,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),18
104,14,22,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,5,False,90,0,403463,False,54,14483436,8132,All Eyez on Me by 2Pac (Ft. Big Syke),0
105,14,22,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,107,False,90,0,403463,False,54,13865150,8132,All Eyez on Me by 2Pac (Ft. Big Syke),0
106,14,22,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,86,False,90,0,403463,False,54,13865072,8132,All Eyez on Me by 2Pac (Ft. Big Syke),1
107,14,22,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,107,False,90,0,403463,False,54,13839625,8132,All Eyez on Me by 2Pac (Ft. Big Syke),1
108,14,22,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,35,False,90,0,403463,False,54,13839611,8132,All Eyez on Me by 2Pac (Ft. Big Syke),0
109,14,22,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,43,False,90,0,403463,False,54,13839586,8132,All Eyez on Me by 2Pac (Ft. Big Syke),0
110,14,22,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,42,False,90,0,403463,False,54,13839497,8132,All Eyez on Me by 2Pac (Ft. Big Syke),1
111,14,22,False,2Pac,accepted,1,False,2660,N/A,False,False,False,59,False,90,0,403463,False,54,12859897,8132,All Eyez on Me by 2Pac (Ft. Big Syke),2
112,14,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,40,False,90,0,403463,False,54,12128274,8132,All Eyez on Me by 2Pac (Ft. Big Syke),0
113,14,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,148,False,90,0,403463,False,54,11537155,8132,All Eyez on Me by 2Pac (Ft. Big Syke),2
114,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,58,False,111,0,383454,False,65,4287255,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),14
115,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,148,False,111,0,383454,False,65,3892060,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),17
116,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,125,False,111,0,383454,False,65,3339965,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),39
117,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,53,False,111,0,383454,False,65,2535911,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),18
118,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,58,False,111,0,383454,False,65,2033167,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),34
119,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,50,False,111,0,383454,False,65,1567608,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),17
120,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,47,False,111,0,383454,False,65,1380878,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),24
121,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,50,False,111,0,383454,False,65,1371670,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),21
122,19,22,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,59,False,111,0,383454,False,65,1371624,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),4
123,19,22,False,2Pac,accepted,0,False,2660,N/A,False,False,False,56,False,111,0,383454,False,65,1371576,7917,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),9
124,17,19,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,41,False,70,0,381218,False,80,13219140,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),0
125,17,19,False,2Pac,accepted,0,False,2660,N/A,False,False,False,15,False,70,0,381218,False,80,4164183,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),10
126,17,19,False,2Pac,accepted,3,False,2660,N/A,False,False,False,52,False,70,0,381218,False,80,1970192,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),7
127,17,19,False,2Pac,accepted,0,False,2660,N/A,False,False,False,31,False,70,0,381218,False,80,1680047,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),12
128,17,19,False,2Pac,accepted,1,False,2660,N/A,False,False,False,283,False,70,0,381218,False,80,1665421,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),44
129,17,19,False,2Pac,accepted,0,False,2660,N/A,False,False,False,22,False,70,0,381218,False,80,1105867,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),20
130,17,19,False,2Pac,accepted,2,False,2660,N/A,False,False,False,289,False,70,0,381218,False,80,624374,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),59
131,17,19,False,2Pac,accepted,0,False,2660,N/A,False,False,False,168,False,70,0,381218,False,80,14330,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),19
132,17,19,False,2Pac,accepted,9,False,2660,N/A,False,False,False,148,False,70,0,381218,False,80,14246,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),31
133,17,19,False,2Pac,accepted,4,False,2660,N/A,False,False,False,79,False,70,0,381218,False,80,14245,5309,Runnin' (Dying to Live) by 2Pac (Ft. The Notorious B.I.G.),7
134,27,32,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,55,False,120,0,357887,False,44,14566507,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),0
135,27,32,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,31,False,120,0,357887,False,44,14564218,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),0
136,27,32,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,41,False,120,0,357887,False,44,14455630,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),0
137,27,32,False,2Pac,unreviewed,1,False,2660,N/A,False,False,False,35,False,120,0,357887,False,44,13933621,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),1
138,27,32,False,2Pac,accepted,0,False,2660,N/A,False,False,False,98,False,120,0,357887,False,44,13891494,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),4
139,27,32,False,2Pac,accepted,0,False,2660,N/A,False,False,False,84,False,120,0,357887,False,44,13206324,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),8
140,27,32,False,2Pac,accepted,0,False,2660,N/A,False,False,False,97,False,120,0,357887,False,44,12615497,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),4
141,27,32,False,2Pac,accepted,0,False,2660,N/A,False,False,False,51,False,120,0,357887,False,44,11758198,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),4
142,27,32,False,2Pac,accepted,0,False,2660,N/A,False,False,False,21,False,120,0,357887,False,44,11750987,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),6
143,27,32,False,2Pac,accepted,0,False,2660,N/A,False,False,False,43,False,120,0,357887,False,44,2985873,8048,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),7
144,26,28,False,2Pac,accepted,3,False,2660,N/A,False,False,False,25,False,128,0,323029,False,54,11183489,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),13
145,26,28,False,2Pac,accepted,0,False,2660,N/A,False,False,False,55,False,128,0,323029,False,54,10715803,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),3
146,26,28,False,2Pac,accepted,1,False,2660,N/A,False,False,False,376,False,128,0,323029,False,54,10277237,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),23
147,26,28,False,2Pac,accepted,1,False,2660,N/A,False,False,False,34,False,128,0,323029,False,54,8684774,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),3
148,26,28,False,2Pac,accepted,1,False,2660,N/A,False,False,False,163,False,128,0,323029,False,54,8514102,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),10
149,26,28,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,51,False,128,0,323029,False,54,8513928,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),2
150,26,28,False,2Pac,accepted,0,False,2660,N/A,False,False,False,69,False,128,0,323029,False,54,6897596,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),31
151,26,28,False,2Pac,accepted,0,False,2660,N/A,False,False,False,27,False,128,0,323029,False,54,4287474,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),16
152,26,28,False,2Pac,accepted,0,False,2660,N/A,False,False,False,102,False,128,0,323029,False,54,3083306,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),10
153,26,28,False,2Pac,accepted,1,False,2660,N/A,False,False,False,95,False,128,0,323029,False,54,3083274,8132,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),12
154,17,21,False,2Pac,accepted,0,False,2660,N/A,False,False,False,143,False,126,2,312702,False,48,13815496,8468,Me Against the World by 2Pac (Ft. Outlawz & Puff Johnson),3
155,17,21,False,2Pac,unreviewed,0,False,2660,N/A,False,False,False,22,False,126,2,312702,False,48,11854547,8468,Me Against the World by 2Pac (Ft. Outlawz & Puff Johnson),7
156,17,21,False,2Pac,accepted,0,False,2660,N/A,False,False,False,54,False,126,2,312702,False,48,11199122,8468,Me Against the World by 2Pac (Ft. Outlawz & Puff Johnson),3
157,17,21,False,2Pac,accepted,0,False,2660,N/A,False,False,False,108,False,126,2,312702,False,48,11199093,8468,Me Against the World by 2Pac (Ft. Outlawz & Puff Johnson),4
158,17,21,False,2Pac,accepted,0,False,2660,N/A,False,False,False,50,False,126,2,312702,False,48,11199078,8468,Me Against the World by 2Pac (Ft. Outlawz & Puff Johnson),4
159,17,21,False,2Pac,accepted,0,False,2660,N/A,False,False,False,64,False,126,2,312702,False,48,11163394,8468,Me Against the World by 2Pac (Ft. Outlawz & Puff Johnson),6
160,17,21,False,2Pac,accepted,0,False,2660,N/A,False,False,False,187,False,126,2,312702,False,48,11158308,8468,Me Against the World by 2Pac (Ft. Outlawz & Puff Johnson),17
